t,return
0,-0.019717170108230916
1,0.007527087005911697
2,0.010983682044709814
3,0.021520003655994796
4,0.0022234805733376104
5,0.0039176087212655
6,0.004089865909035808
7,-0.017612580725438108
8,-0.00469408464646605
9,0.010466105850092864
10,0.03406308538450309
11,0.0061160093828051335
12,0.015176089119325586
13,0.003922569446067314
14,0.005642486946216616
15,0.019410090537157927
16,-0.012728115782843144
17,0.01826789131402415
18,0.010801567642347786
19,0.0065989366748072376
20,-0.0015688099216620735
21,0.01112943414868235
22,0.0003483780604361991
23,-0.006770103880382292
24,0.007515229098673021
25,-0.03305271960821107
26,0.009109834850224752
27,0.019715292189650832
28,-0.026855083992834504
29,0.003805955505606248
30,0.007596250100455525
31,0.006517927232474957
32,0.008173723354706635
33,0.0010667464910456394
34,-0.01861867321751933
35,0.004640094019564307
36,0.01575827048194987
37,-0.009317581179350097
38,-0.01629649907548767
39,-0.01423853624653293
40,-0.009574876012100567
41,0.01387986877082184
42,0.010242095316120319
43,0.0020851173899794715
44,-0.0050070046669987755
45,0.0163447778315392
46,0.006616373787432687
47,-6.26959088277021e-05
48,0.03204082992744932
49,0.01950924366725742
50,-0.015470757713805955
51,-0.01481567854903944
52,-0.0021543177068989203
53,-0.012413306097678958
54,-0.0029698345984599727
55,-0.00015322740501362477
56,-0.020860608853144363
57,-0.021422594562469685
58,-0.0024514820806159666
59,0.011397079897544503
60,0.027614811218902524
61,0.0007578848823087646
62,-0.018164805919856225
63,-0.0003492451689005166
64,-0.003233090415437772
65,-0.003436005639879846
66,0.012210353976755814
67,0.006396576489276491
68,-0.022368958872374167
69,-0.009547685347525772
70,0.031237430237798187
71,-0.00039743949891265736
72,-0.019274081447852573
73,0.01153599642600886
74,0.007723573874422271
75,0.024369503256212545
76,-0.026604441347921337
77,0.0017241883747986723
78,0.006720116589467648
79,0.0013361504502487067
80,-0.003643362076224341
81,0.02267973649858864
82,0.0023632158519624885
83,0.0025085089138057633
84,-0.005897511562528175
85,-0.018500773561289728
86,0.012437603170824546
87,-0.024583984322990082
88,-0.011502073347727258
89,-0.012736694695737544
90,-0.004348727225783236
91,0.006642129636857382
92,-0.005275251347501475
93,-0.00018577898103196502
94,0.009365882871209109
95,-0.016150327409171487
96,0.009323523422764305
97,-0.006412933016559224
98,-0.01042559592094467
99,-0.013911687737662404
100,0.016546864730953265
101,0.012874236690715893
102,0.008409644349688866
103,-0.011751436856356984
104,-0.012270989856506162
105,-0.024897354415361048
106,-0.022287283016281356
107,-0.00579788040907549
108,-0.001401435103825704
109,0.0029775195769259897
110,-0.026443360201950816
111,-0.015503764976806259
112,-0.0073096787232094194
113,0.009996432079621137
114,-0.010533275406914561
115,0.011682995922099848
116,-0.002512548634523141
117,0.035265108839920206
118,-0.011320122573815218
119,-0.02723809039936686
120,-0.004772883906069486
121,-0.027105527545432162
122,0.020354790338396267
123,-0.0037684140527836155
124,-0.010508348932501119
125,0.0038088112608056636
126,-0.020090135771411756
127,0.017590951689364177
128,0.0031420582465134742
129,0.02833894646202991
130,-0.005640919776129101
131,-0.006111696398680051
132,-0.024323697834026443
133,-8.908622335621584e-05
134,0.013957514211854394
135,-0.003841138967140649
136,0.03216682025194005
137,0.004245218374614144
138,-0.01565983242486771
139,-0.015748757222790843
140,0.009374729988579463
141,0.013505485017507686
142,-0.0015169180836299475
143,0.014483444641834927
144,-0.029140606091587182
145,-0.027540712925084913
146,-0.0006592816652679163
147,0.015662045951442015
148,-0.0030693234770892714
149,0.021475879640008078
150,-0.012932786630303063
151,-0.0003126157833567868
152,-0.011095731203216339
153,-0.012399735162455626
154,-0.007805922363829631
155,0.026379554546120135
156,0.02068248375903605
157,0.0036056581184655424
158,0.030084607966093503
159,-0.00323921716053245
160,-0.021295115249894928
161,0.013484704587164288
162,0.01743129392237268
163,0.0026498089948822543
164,-0.0070558360453248006
165,-0.01882864927046895
166,0.004112543183317609
167,0.006634186972560953
168,-0.022714771565302876
169,-0.01923837759350972
170,-0.011267018307339977
171,-0.004400503909849182
172,-0.027523382496099973
173,0.02456426664678421
174,0.02902426877316419
