t,return
0,0.005667436448439289
1,-0.013494946707365335
2,0.018123010930113564
3,0.019366850832934514
4,-0.027224783529195464
5,0.0051601765293599715
6,-0.008148442494434468
7,0.004382964906656661
8,-0.025136452556713738
9,0.004201101221184999
10,-0.012957274711300718
11,0.010022345697664234
12,0.01334189270205956
13,-0.014203823593684618
14,-0.002492090207468412
15,-0.00041757448572989943
16,-0.0049091362393877715
17,0.02501283741510601
18,0.00320843937797087
19,-0.0032276719512973747
20,-0.01697868717245516
21,-0.022973975699079364
22,-0.023377262740218775
23,-0.02044897296443151
24,-0.010531058951920146
25,-0.00047895013415314846
26,0.004745146066739962
27,-0.003643609413358584
28,0.006681475382445696
29,-0.006352098282493205
30,0.011880708708855495
31,-0.02965919451528431
32,0.014749882688831331
33,-0.01942124015712449
34,-0.002685057107081893
35,0.0028869855132689216
36,0.02189404675430687
37,-0.005595054829678926
38,0.017682596401785274
39,-0.022972253790951563
40,0.023486292671717167
41,-0.01767529873125715
42,0.01559729490381198
43,-0.0037165818059121535
44,-0.014466776271158499
45,0.003688649363237341
46,0.007265557011031447
47,-0.005773490065674208
48,-0.014392499866998133
49,0.005988492120544295
50,0.016439159733062154
51,0.03706565194411788
52,0.0031997111607359597
53,0.020465323326790276
54,-0.01596592495663986
55,0.01995012872454047
56,-0.020464367220769192
57,0.004462839710135941
58,0.001984941919878122
59,-0.02351925024181729
60,0.017734812938675154
61,-0.0023987458342968576
62,-0.013929529321146841
63,0.013401251083530172
64,0.0022575379351217305
65,-0.008585138042766994
66,-0.007581712481383832
67,0.026675883238246115
68,-0.0015539029177531192
69,0.011417919690883366
70,0.02146253499371088
71,0.02197338384076334
72,0.008630387579918065
73,0.003521158994902812
74,-0.003271032476507783
75,-0.012557155830713308
76,0.01069970224622624
77,0.005908161977973185
78,0.002289436353630394
79,0.01848599285015956
80,0.018550288959469925
81,0.010634278665036119
82,-0.02958936780486721
83,-0.022313279301416862
84,0.0066604560403092025
85,-0.0040790031450635466
86,0.014748003160323802
87,-0.002575820812844188
88,-0.01810908039709446
89,0.02740641107940595
90,-0.01570459319487198
91,0.014554716040371122
92,0.012653104996478953
93,-0.004331109867444022
94,0.01283727042203288
95,0.004977438147078341
96,0.013198878776336425
97,0.0009437861125106372
98,0.004219990061315563
99,-0.01806064350902619
100,-0.01904318959851116
101,0.013386294909680343
102,-0.014824464281522329
103,0.0031517616673596306
104,0.01141160408461364
105,0.023235835899462313
106,0.03972672290987428
107,-0.013354849108734135
108,-0.026784831159978744
109,-0.011743039645910024
110,0.010464199162733213
111,-0.03867638775780969
112,-0.023616420665531445
113,-0.002961889136971766
114,-0.009597260904807442
115,0.010494786454087576
116,-0.0073974444975870605
117,0.0027803175067893943
118,0.004924790425778347
119,0.0018172069248475517
120,0.014225238677836483
121,0.01803383472888829
122,0.009525533459045882
123,0.017846339467860933
124,-0.0035646401324327865
125,-0.001018543736582282
126,-0.0009142065133950564
127,-0.01814516035893094
128,0.004460787098630049
129,0.018105482786899118
130,0.01817861715550601
131,-0.025013619385725973
132,0.01946952318188825
133,-0.015543004873672581
134,-0.002848994765213044
135,0.012115409865950992
136,0.01682541241766566
137,-0.01975768898185964
138,0.002719603781020711
139,0.00878838066925269
140,-0.004946277989524935
141,-0.005111493653626729
142,-0.007350022177963338
143,-0.018239881060869073
144,-0.012349570553852822
145,0.029915810546173982
146,-0.0007412645033701903
147,0.01411109962500034
148,-0.0023364215504344766
149,-0.003445045975496315
150,0.01886711981181225
151,0.02357452485037427
152,0.008746264373149907
153,-0.009008157128325119
154,-0.021089207176559356
155,0.01880691774904063
156,-0.010167444298770565
157,0.02181835376942976
158,0.021782830328540153
159,0.016977063825345157
160,0.018176328487950234
161,-0.0016627399031625008
162,0.022472480154685472
163,0.02670726113436345
164,0.016513202451119955
165,0.0055087915059651065
166,-0.005870493616830535
167,-0.01004310135788161
168,0.011490467321497402
169,-0.006093825741647638
170,-0.007762486643587221
171,-0.022221637491574502
172,-0.006410092912184516
173,-0.024639193913124666
174,0.025854542613297293
175,-0.005477342080671234
176,0.0070129141853655114
177,0.012584768808982525
178,-0.011538946869864139
179,0.02691775050764053
180,-0.004258163866707317
181,-0.0031237793015325755
182,0.007437515594843231
183,0.010685772965898949
184,-0.008953329471764516
185,-0.010178884346795312
186,-0.005704834338160849
187,-0.012830571200815755
188,-0.025938013886548768
189,-0.004252377263093237
190,-0.0033160998300986507
191,-0.006179039097450685
192,-0.0003700648802475841
193,0.017750038164312337
194,-0.032013570756212265
195,-0.0014574860375772746
196,-0.007618454468034525
197,-0.007348093879830317
198,0.007489021393842561
199,0.01788454793786584
200,0.013257347584700617
201,0.027458014304690456
202,-0.003564518952279227
203,0.008115418372901362
204,0.008625269716903933
205,0.019720100863461924
206,-0.021553036603430466
207,0.013641853013007469
208,-0.008557599112317222
