t,return
0,0.0005479533780717089
1,-0.01877237659246469
2,-0.0050888877060480875
3,-0.005525436653807312
4,0.0024596845430178535
5,0.019630463411910083
6,0.011062248634227025
7,-0.011230033322649165
8,-0.006792112819961375
9,0.0034705921007194013
10,0.007525434492826228
11,-0.018531475496325805
12,-0.011854482009371108
13,-0.034383579232897477
14,0.021039570225626726
15,-0.012903466196456735
16,-0.012651317721309376
17,0.009092540586955097
18,0.014003882185397568
19,0.017170371206766406
20,-0.01215949116778026
21,-0.0007775548625485217
22,-0.010441169814943443
23,0.020453913262043093
24,-0.009417794571118347
25,0.0159017108949574
26,-0.002499070725190617
27,-0.014914708981554772
28,-0.007633340481502108
29,0.004451152065209952
30,0.010544487597619247
31,-0.02341501431178295
32,-0.015997916762011004
33,0.0057979864608791246
34,-0.015188293885223936
35,0.016298061681920342
36,-0.010891233874092921
37,0.007096451478002639
38,0.026097966906446238
39,0.02112933136769573
40,0.0018618753375233637
41,0.008119723444863062
42,-0.008901757077434024
43,0.015961421582188693
44,-4.299251270386173e-05
45,0.0024441239562630187
46,-0.0028519359992027434
47,0.021928663947172
48,0.04137006539507227
49,0.011123951772057794
50,0.02489927937319813
51,0.009365352612534792
52,0.011689604214868927
53,0.015038828305933864
54,0.007034645520092256
55,-0.00017889737575132927
56,-0.0318926287861991
57,-0.012573405850498365
58,-0.00014506495466825838
59,0.00036800180453164385
60,-0.004393071704958177
61,-0.002015792208836321
62,0.03113791558836585
63,-0.00022793945707425792
64,0.006213766229809732
65,0.0038522628926178195
66,-0.0021790622431720765
67,-0.005622650075567294
68,0.004310817992579388
69,0.0022095438224991274
70,-0.002147551045564842
71,0.01408130254945652
72,0.006151937697734015
73,-0.01940740419283766
74,0.01472241161943015
75,0.005477729553303461
76,0.011981438198034714
77,-0.035866478926539415
78,-0.015131774403203629
79,0.026733571938320315
80,-0.023176225375381304
81,0.025916089186586624
82,-0.02120900602743688
83,-0.007027482197803216
84,0.018869522985476825
85,-0.010721800220480126
86,-0.004137195345309256
87,-0.005030739720294431
88,-0.0050970233127111105
89,-0.0051897755163949864
90,-0.024473814352528392
91,-0.02008422921786194
92,-0.011602661561359534
93,-0.0010365057246506507
94,-0.023631698836275576
95,0.016814573376010583
96,0.012089181168343498
97,0.00025855893489175655
98,-0.027842613436897527
99,0.035378620968729256
100,-0.03140549230988884
101,0.01165328755580572
102,-0.023185604186032147
103,0.01390218360540371
104,0.02559569090150616
105,-0.001928610145598524
106,0.0017415066824025254
107,0.0064451170661262575
108,0.006625996683411271
109,0.00215327962017757
110,0.020326446099452562
111,-0.007799472428900256
112,0.0040447154827450565
